               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.023741,           0.0063805,           0.0028123,             0.99859,                   1,               0.995,             0.87207,            0.016342,           0.0029989,           0.0026715,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026319,             0.01074,           0.0032769,             0.99858,                   1,               0.995,             0.82195,             0.01695,           0.0031335,           0.0026888,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024309,           0.0059829,           0.0027951,             0.99863,                   1,               0.995,             0.83795,            0.020425,           0.0032064,           0.0026483,           0.0068716,           0.0068716,           0.0068716
                 160,            0.024238,           0.0072965,           0.0028839,             0.99866,                   1,               0.995,             0.82181,            0.015579,           0.0032215,           0.0027006,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022211,           0.0086876,           0.0029274,             0.99865,                   1,               0.995,             0.81287,            0.023632,           0.0032696,           0.0026021,            0.006832,            0.006832,            0.006832
                 162,            0.024743,           0.0079768,           0.0027846,             0.99867,                   1,               0.995,             0.85575,            0.013295,           0.0031518,           0.0026939,           0.0068122,           0.0068122,           0.0068122
                 163,            0.025737,           0.0078169,           0.0033085,             0.99861,                   1,               0.995,             0.83332,            0.019345,           0.0032584,           0.0025932,           0.0067924,           0.0067924,           0.0067924
                 164,            0.026238,           0.0071306,           0.0029681,             0.99869,                   1,               0.995,             0.86223,             0.01827,            0.003365,           0.0026623,           0.0067726,           0.0067726,           0.0067726
                 165,            0.025788,            0.010418,           0.0030155,             0.99864,                   1,               0.995,             0.82836,            0.015971,           0.0031323,           0.0025841,           0.0067528,           0.0067528,           0.0067528
                 166,            0.018651,           0.0070992,           0.0027131,             0.99872,                   1,               0.995,             0.84481,            0.017281,           0.0032599,           0.0026142,            0.006733,            0.006733,            0.006733
                 167,            0.024523,            0.007236,           0.0029182,              0.9987,                   1,               0.995,             0.85025,            0.018418,           0.0029039,           0.0025199,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023859,           0.0069189,           0.0027158,              0.9983,                   1,               0.995,             0.80919,            0.017656,           0.0031452,           0.0025517,           0.0066934,           0.0066934,           0.0066934
                 169,            0.027567,           0.0087152,           0.0030784,             0.99869,                   1,               0.995,             0.88193,             0.01727,           0.0029642,           0.0024674,           0.0066736,           0.0066736,           0.0066736
                 170,            0.024327,            0.007713,           0.0026208,              0.9987,                   1,               0.995,             0.86889,            0.014113,           0.0028602,           0.0024975,           0.0066538,           0.0066538,           0.0066538
                 171,            0.021738,           0.0082513,           0.0029937,             0.99869,                   1,               0.995,             0.81135,             0.02171,           0.0032064,           0.0023984,            0.006634,            0.006634,            0.006634
                 172,            0.021611,           0.0067012,           0.0026088,             0.99757,                   1,               0.995,             0.87243,             0.01529,           0.0029802,           0.0024691,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023201,           0.0091334,           0.0030232,             0.99869,                   1,               0.995,             0.82479,            0.018166,           0.0030989,           0.0023997,           0.0065944,           0.0065944,           0.0065944
                 174,            0.027483,           0.0082408,           0.0029857,             0.99869,                   1,               0.995,             0.87048,            0.016309,           0.0032042,           0.0024651,           0.0065746,           0.0065746,           0.0065746
                 175,            0.024793,           0.0066018,           0.0032182,             0.99871,                   1,               0.995,             0.82334,            0.019298,           0.0034352,           0.0024193,           0.0065548,           0.0065548,           0.0065548
                 176,            0.017599,           0.0061913,           0.0025682,              0.9987,                   1,               0.995,             0.88133,            0.015362,           0.0032177,           0.0024363,            0.006535,            0.006535,            0.006535
                 177,            0.021938,           0.0067477,           0.0026347,              0.9987,                   1,               0.995,             0.85013,            0.018577,           0.0031299,           0.0024091,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023366,            0.008135,           0.0029097,             0.99871,                   1,               0.995,             0.85987,              0.0208,            0.003274,           0.0024039,           0.0064954,           0.0064954,           0.0064954
                 179,            0.023556,           0.0096105,           0.0027097,             0.99864,                   1,               0.995,             0.86405,            0.015664,           0.0028764,           0.0023872,           0.0064756,           0.0064756,           0.0064756
                 180,            0.020275,           0.0072525,           0.0028412,             0.99844,                   1,               0.995,             0.85028,            0.020955,           0.0030992,           0.0023955,           0.0064558,           0.0064558,           0.0064558
                 181,            0.024636,           0.0069131,           0.0026669,             0.99869,                   1,               0.995,             0.91453,             0.01349,           0.0029224,           0.0023462,            0.006436,            0.006436,            0.006436
                 182,            0.017034,           0.0073905,           0.0026729,             0.99872,                   1,               0.995,             0.82392,            0.020406,           0.0034116,           0.0023576,           0.0064162,           0.0064162,           0.0064162
                 183,            0.026474,           0.0069791,           0.0026487,              0.9987,                   1,               0.995,             0.90204,            0.016729,           0.0031385,           0.0023405,           0.0063964,           0.0063964,           0.0063964
                 184,            0.016978,           0.0056433,           0.0026795,             0.97935,                   1,               0.995,             0.87738,            0.021183,           0.0033314,           0.0023191,           0.0063766,           0.0063766,           0.0063766
                 185,            0.024864,           0.0067238,           0.0024765,             0.99869,                   1,               0.995,             0.86365,            0.018449,           0.0029381,           0.0023192,           0.0063568,           0.0063568,           0.0063568
                 186,            0.015179,           0.0080237,           0.0021065,              0.9987,                   1,               0.995,             0.85864,             0.01357,           0.0030158,           0.0023862,            0.006337,            0.006337,            0.006337
                 187,            0.022661,           0.0092753,           0.0028509,             0.99825,                   1,               0.995,             0.87191,            0.020437,           0.0029103,           0.0023419,           0.0063172,           0.0063172,           0.0063172
                 188,            0.020548,           0.0078406,           0.0026886,              0.9987,                   1,               0.995,             0.92684,            0.015086,           0.0030352,           0.0023807,           0.0062974,           0.0062974,           0.0062974
                 189,            0.023695,           0.0088064,           0.0029574,             0.99871,                   1,               0.995,             0.90077,            0.014416,           0.0029017,           0.0023546,           0.0062776,           0.0062776,           0.0062776
                 190,            0.022699,           0.0088657,           0.0027286,              0.9987,                   1,               0.995,             0.86629,            0.019078,           0.0032769,           0.0024163,           0.0062578,           0.0062578,           0.0062578
                 191,            0.024195,           0.0073762,           0.0025837,              0.9987,                   1,               0.995,             0.91322,            0.013239,           0.0029331,           0.0024388,            0.006238,            0.006238,            0.006238
                 192,            0.016677,           0.0077863,           0.0027653,              0.9987,                   1,               0.995,             0.87636,            0.018778,           0.0032835,           0.0024669,           0.0062182,           0.0062182,           0.0062182
                 193,            0.023453,           0.0080859,           0.0028748,             0.99862,                   1,               0.995,             0.85908,            0.016577,           0.0030918,           0.0024323,           0.0061984,           0.0061984,           0.0061984
                 194,            0.019579,           0.0061238,           0.0026697,             0.99868,                   1,               0.995,             0.89455,            0.018876,           0.0034846,           0.0024866,           0.0061786,           0.0061786,           0.0061786
                 195,             0.02244,            0.010494,           0.0029155,             0.99866,                   1,               0.995,              0.8454,            0.016957,           0.0034143,           0.0024718,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02229,            0.008962,           0.0030193,             0.99872,                   1,               0.995,             0.92965,            0.014019,           0.0030703,           0.0025021,            0.006139,            0.006139,            0.006139
                 197,            0.030147,            0.007527,           0.0035747,             0.99867,                   1,               0.995,              0.8753,             0.01644,           0.0032285,           0.0024191,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021392,           0.0076573,            0.002673,             0.99873,                   1,               0.995,             0.92325,            0.014245,           0.0029912,           0.0024534,           0.0060994,           0.0060994,           0.0060994
                 199,            0.019798,            0.006851,           0.0027638,             0.99866,                   1,               0.995,             0.91639,            0.014141,           0.0032228,           0.0023972,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022643,           0.0089804,           0.0026834,             0.99814,                   1,               0.995,             0.87445,             0.01685,           0.0033194,           0.0024309,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021544,           0.0069872,              0.0027,             0.99867,                   1,               0.995,             0.91533,            0.014444,           0.0033432,           0.0023904,             0.00604,             0.00604,             0.00604
                 202,            0.019535,           0.0094807,           0.0026879,             0.99851,                   1,               0.995,             0.89338,             0.01583,           0.0029866,            0.002386,           0.0060202,           0.0060202,           0.0060202
                 203,            0.019787,           0.0064809,           0.0025761,             0.99865,                   1,               0.995,             0.89487,            0.013696,           0.0029363,           0.0023795,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021382,           0.0095458,           0.0029131,             0.99872,                   1,               0.995,               0.887,            0.015451,           0.0030226,           0.0023383,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024119,           0.0065823,           0.0025446,             0.99869,                   1,               0.995,             0.91667,            0.016691,           0.0029596,           0.0023896,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021404,           0.0082879,           0.0026654,             0.99852,                   1,               0.995,             0.89069,            0.016458,           0.0029017,           0.0023987,            0.005941,            0.005941,            0.005941
                 207,            0.020574,           0.0061279,           0.0026144,             0.99869,                   1,               0.995,             0.92842,             0.01559,           0.0027677,           0.0023429,           0.0059212,           0.0059212,           0.0059212
                 208,            0.018713,           0.0074383,            0.002615,             0.99868,                   1,               0.995,              0.8878,              0.0175,           0.0029734,           0.0023744,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022743,           0.0082379,           0.0026972,             0.99868,                   1,               0.995,             0.93982,            0.013138,           0.0027435,           0.0023389,           0.0058816,           0.0058816,           0.0058816
                 210,            0.018317,            0.007606,           0.0027695,             0.99872,                   1,               0.995,             0.89105,            0.015377,           0.0031828,           0.0023618,           0.0058618,           0.0058618,           0.0058618
                 211,            0.019912,           0.0057588,           0.0025821,              0.9987,                   1,               0.995,             0.91467,            0.017524,            0.002951,           0.0023156,            0.005842,            0.005842,            0.005842
                 212,            0.019148,           0.0061285,           0.0025052,             0.99871,                   1,               0.995,             0.85679,            0.016746,           0.0031768,           0.0023126,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017594,           0.0065883,           0.0023247,             0.99871,                   1,               0.995,             0.92443,            0.013955,           0.0027631,           0.0022913,           0.0058024,           0.0058024,           0.0058024
                 214,            0.016276,            0.005285,           0.0023051,             0.99869,                   1,               0.995,             0.89475,             0.01852,           0.0031691,           0.0023084,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020824,           0.0057362,           0.0023865,             0.99869,                   1,               0.995,              0.9272,            0.012188,           0.0027476,           0.0022726,           0.0057628,           0.0057628,           0.0057628
                 216,            0.015973,           0.0049658,           0.0025286,              0.9987,                   1,               0.995,             0.86999,            0.018737,           0.0031626,           0.0022132,            0.005743,            0.005743,            0.005743
                 217,             0.02416,           0.0077666,           0.0023838,              0.9987,                   1,               0.995,              0.9043,            0.011493,           0.0025916,           0.0022237,           0.0057232,           0.0057232,           0.0057232
                 218,            0.016723,           0.0058624,            0.002443,             0.99867,                   1,               0.995,             0.91171,             0.01836,           0.0030853,           0.0022563,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025175,           0.0089938,           0.0026595,             0.99873,                   1,               0.995,             0.88392,            0.012419,           0.0026883,           0.0022294,           0.0056836,           0.0056836,           0.0056836
                 220,            0.017054,           0.0068214,           0.0024937,             0.99871,                   1,               0.995,             0.86252,              0.0167,           0.0029652,           0.0022142,           0.0056638,           0.0056638,           0.0056638
                 221,            0.018765,           0.0068831,           0.0023774,             0.99875,                   1,               0.995,             0.89792,            0.015119,           0.0028786,           0.0021987,            0.005644,            0.005644,            0.005644
                 222,             0.01918,            0.006222,           0.0024595,             0.99873,                   1,               0.995,             0.92079,            0.012398,           0.0027273,           0.0021973,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018028,           0.0062367,           0.0023769,             0.99876,                   1,               0.995,             0.89769,            0.012087,           0.0026841,           0.0022026,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02214,           0.0086228,           0.0027559,             0.99872,                   1,               0.995,             0.86767,            0.015508,           0.0028095,           0.0021762,           0.0055846,           0.0055846,           0.0055846
                 225,              0.0171,           0.0058709,           0.0023022,             0.99876,                   1,               0.995,             0.90855,            0.012094,           0.0026442,            0.002178,           0.0055648,           0.0055648,           0.0055648
                 226,            0.018086,           0.0056414,           0.0023884,             0.99873,                   1,               0.995,             0.87243,            0.015966,           0.0027892,           0.0021691,            0.005545,            0.005545,            0.005545
                 227,            0.018945,           0.0064605,            0.002455,             0.99878,                   1,               0.995,             0.90546,            0.013027,           0.0027636,           0.0021972,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017294,           0.0071102,           0.0025391,             0.99872,                   1,               0.995,             0.88521,            0.012774,           0.0029055,           0.0022149,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017203,           0.0056199,           0.0024697,             0.99873,                   1,               0.995,             0.91557,            0.013783,           0.0028445,           0.0022222,           0.0054856,           0.0054856,           0.0054856
                 230,              0.0217,           0.0092195,           0.0027427,             0.99871,                   1,               0.995,              0.8868,             0.01427,           0.0028787,           0.0022073,           0.0054658,           0.0054658,           0.0054658
                 231,             0.01719,            0.007493,           0.0025159,             0.99872,                   1,               0.995,             0.90532,            0.012351,           0.0028235,            0.002216,            0.005446,            0.005446,            0.005446
                 232,            0.019257,           0.0081054,           0.0025635,             0.99873,                   1,               0.995,             0.88406,            0.016968,           0.0029442,           0.0021923,           0.0054262,           0.0054262,           0.0054262
                 233,            0.018874,           0.0062192,           0.0023193,             0.99873,                   1,               0.995,             0.92425,            0.010782,           0.0027055,           0.0021983,           0.0054064,           0.0054064,           0.0054064
                 234,            0.014535,           0.0052872,           0.0024425,             0.99877,                   1,               0.995,             0.90648,            0.018369,           0.0031782,           0.0022082,           0.0053866,           0.0053866,           0.0053866
                 235,            0.018999,           0.0064042,            0.002195,             0.99873,                   1,               0.995,             0.88481,            0.013736,           0.0026387,           0.0021948,           0.0053668,           0.0053668,           0.0053668
                 236,            0.019815,           0.0054351,           0.0024369,             0.99875,                   1,               0.995,             0.90489,            0.014863,           0.0029866,           0.0021734,            0.005347,            0.005347,            0.005347
                 237,            0.019118,           0.0065564,           0.0022995,             0.99878,                   1,               0.995,             0.90363,             0.01369,           0.0025994,           0.0021681,           0.0053272,           0.0053272,           0.0053272
                 238,            0.018391,           0.0078097,            0.002351,             0.99879,                   1,               0.995,             0.86128,            0.014368,           0.0029298,           0.0021778,           0.0053074,           0.0053074,           0.0053074
                 239,            0.019917,           0.0065216,            0.002294,             0.99877,                   1,               0.995,              0.9252,            0.013573,            0.002554,           0.0021821,           0.0052876,           0.0052876,           0.0052876
                 240,            0.015961,           0.0062465,           0.0023936,             0.99877,                   1,               0.995,             0.92509,            0.013657,           0.0029146,           0.0021611,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020234,           0.0073717,           0.0023047,             0.99878,                   1,               0.995,              0.9174,             0.01208,           0.0026695,           0.0021627,            0.005248,            0.005248,            0.005248
                 242,            0.016694,           0.0068465,           0.0024034,             0.99878,                   1,               0.995,              0.9347,            0.011019,           0.0024917,           0.0021756,           0.0052282,           0.0052282,           0.0052282
                 243,            0.018544,           0.0073024,           0.0021986,              0.9988,                   1,               0.995,             0.89957,            0.013411,           0.0025867,           0.0021703,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018613,           0.0078096,           0.0024641,             0.99878,                   1,               0.995,             0.88678,            0.013172,            0.002848,           0.0021855,           0.0051886,           0.0051886,           0.0051886
                 245,            0.017723,           0.0056718,            0.002169,             0.99879,                   1,               0.995,             0.90285,            0.012422,            0.002658,            0.002156,           0.0051688,           0.0051688,           0.0051688
                 246,             0.01725,           0.0061525,            0.002357,             0.99881,                   1,               0.995,             0.85537,            0.013803,           0.0027361,           0.0021685,            0.005149,            0.005149,            0.005149
                 247,            0.016141,           0.0055542,           0.0020343,              0.9988,                   1,               0.995,             0.90515,            0.011067,            0.002715,           0.0021389,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017595,             0.00768,           0.0024502,             0.99881,                   1,               0.995,             0.85908,            0.017021,           0.0028665,           0.0021372,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02076,           0.0080716,           0.0023286,             0.99882,                   1,               0.995,             0.90305,            0.010441,           0.0023568,           0.0021176,           0.0050896,           0.0050896,           0.0050896
                 250,            0.015952,           0.0064818,           0.0022748,              0.9988,                   1,               0.995,             0.89187,            0.013035,           0.0025264,           0.0021158,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019083,           0.0069316,           0.0023521,             0.99881,                   1,               0.995,             0.91368,            0.015662,           0.0026766,           0.0020695,             0.00505,             0.00505,             0.00505
                 252,            0.018333,           0.0068479,           0.0021781,              0.9988,                   1,               0.995,             0.95404,           0.0093037,           0.0023162,           0.0020961,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017681,           0.0076152,           0.0025885,             0.99881,                   1,               0.995,             0.88129,            0.013077,           0.0026102,           0.0020491,           0.0050104,           0.0050104,           0.0050104
                 254,            0.016348,           0.0074099,           0.0021418,             0.99881,                   1,               0.995,             0.94307,            0.011354,           0.0023301,           0.0020826,           0.0049906,           0.0049906,           0.0049906
                 255,            0.015574,           0.0065066,           0.0023235,              0.9988,                   1,               0.995,             0.90021,            0.013464,           0.0023942,           0.0020593,           0.0049708,           0.0049708,           0.0049708
                 256,            0.016895,           0.0064535,            0.002199,              0.9988,                   1,               0.995,              0.9263,            0.011698,           0.0023648,           0.0020791,            0.004951,            0.004951,            0.004951
                 257,            0.020877,           0.0070376,           0.0022761,             0.99881,                   1,               0.995,             0.92717,            0.013515,            0.002487,           0.0020651,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019019,           0.0077696,           0.0023758,              0.9988,                   1,               0.995,             0.92053,            0.011034,           0.0024193,           0.0020609,           0.0049114,           0.0049114,           0.0049114
                 259,             0.01751,           0.0088743,           0.0023219,              0.9988,                   1,               0.995,             0.91412,            0.012998,           0.0025106,           0.0020588,           0.0048916,           0.0048916,           0.0048916
                 260,              0.0198,           0.0078011,           0.0022576,             0.99876,                   1,               0.995,             0.92967,           0.0099975,           0.0021927,           0.0020543,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017197,           0.0075032,           0.0023609,             0.99882,                   1,               0.995,             0.92485,            0.011231,           0.0025617,           0.0020827,            0.004852,            0.004852,            0.004852
                 262,            0.019564,           0.0071334,           0.0023746,             0.99882,                   1,               0.995,             0.90561,              0.0129,           0.0027073,           0.0020547,           0.0048322,           0.0048322,           0.0048322
                 263,            0.017167,           0.0056622,           0.0020757,              0.9988,                   1,               0.995,              0.9559,             0.00892,           0.0023569,           0.0020626,           0.0048124,           0.0048124,           0.0048124
                 264,            0.016453,           0.0057081,            0.002147,             0.99879,                   1,               0.995,             0.90071,            0.017276,           0.0025777,            0.002021,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017826,           0.0061323,           0.0021927,             0.99883,                   1,               0.995,             0.90889,            0.010376,           0.0023193,            0.002066,           0.0047728,           0.0047728,           0.0047728
                 266,            0.016679,           0.0051771,           0.0021294,             0.99883,                   1,               0.995,             0.89933,            0.013725,           0.0025931,            0.002033,            0.004753,            0.004753,            0.004753
                 267,            0.019642,           0.0060983,           0.0022649,             0.99879,                   1,               0.995,             0.92303,           0.0097699,           0.0022035,           0.0020681,           0.0047332,           0.0047332,           0.0047332
                 268,            0.017433,           0.0072355,           0.0022971,              0.9988,                   1,               0.995,             0.94867,            0.011677,           0.0025006,            0.002048,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019356,           0.0084918,           0.0022471,             0.99879,                   1,               0.995,             0.87532,            0.011272,           0.0026477,            0.002071,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016994,           0.0073913,           0.0023134,             0.99881,                   1,               0.995,             0.94006,            0.010174,           0.0023245,           0.0020219,           0.0046738,           0.0046738,           0.0046738
                 271,            0.017168,            0.005034,            0.002193,             0.99884,                   1,               0.995,             0.90194,            0.015185,           0.0026827,           0.0020328,            0.004654,            0.004654,            0.004654
                 272,            0.016913,           0.0064056,           0.0022387,             0.99882,                   1,               0.995,             0.93061,             0.01554,           0.0026024,           0.0020123,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017524,            0.005881,           0.0021304,              0.9988,                   1,               0.995,             0.92508,           0.0098725,           0.0023491,           0.0020445,           0.0046144,           0.0046144,           0.0046144
                 274,             0.01273,           0.0057321,           0.0021574,             0.99879,                   1,               0.995,             0.91581,            0.013596,           0.0024239,           0.0019976,           0.0045946,           0.0045946,           0.0045946
                 275,            0.018636,           0.0067127,           0.0022198,             0.99876,                   1,               0.995,             0.94847,            0.009311,           0.0022547,            0.002002,           0.0045748,           0.0045748,           0.0045748
                 276,            0.012323,            0.006039,            0.002179,             0.99882,                   1,               0.995,             0.94074,            0.013582,           0.0023999,             0.00199,            0.004555,            0.004555,            0.004555
                 277,            0.020381,           0.0057205,           0.0021374,             0.99884,                   1,               0.995,              0.9457,           0.0086517,            0.002126,           0.0019812,           0.0045352,           0.0045352,           0.0045352
                 278,            0.011626,           0.0050706,           0.0020346,             0.99885,                   1,               0.995,             0.91465,            0.014327,           0.0025176,            0.001951,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019729,           0.0062574,           0.0021262,             0.99886,                   1,               0.995,             0.90694,             0.01237,           0.0022249,           0.0019401,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018646,           0.0085879,           0.0022113,             0.99888,                   1,               0.995,             0.90005,            0.011717,           0.0024001,           0.0019289,           0.0044758,           0.0044758,           0.0044758
                 281,             0.01523,           0.0053193,           0.0020546,             0.99885,                   1,               0.995,             0.93024,            0.010241,           0.0023542,           0.0019166,            0.004456,            0.004456,            0.004456
                 282,            0.016694,           0.0071309,           0.0021506,             0.99883,                   1,               0.995,             0.91239,            0.010287,           0.0022707,           0.0019269,           0.0044362,           0.0044362,           0.0044362
                 283,            0.013558,           0.0056413,           0.0018894,             0.99884,                   1,               0.995,             0.91706,            0.010225,            0.002289,           0.0019156,           0.0044164,           0.0044164,           0.0044164
                 284,            0.016868,           0.0081457,           0.0021833,             0.99884,                   1,               0.995,             0.92816,            0.010719,           0.0023732,           0.0019104,           0.0043966,           0.0043966,           0.0043966
                 285,            0.013926,           0.0053815,           0.0018483,             0.99883,                   1,               0.995,             0.94494,           0.0094627,           0.0022376,            0.001909,           0.0043768,           0.0043768,           0.0043768
                 286,            0.015158,           0.0067452,           0.0021122,             0.99886,                   1,               0.995,             0.93127,            0.010361,           0.0023966,           0.0019119,            0.004357,            0.004357,            0.004357
                 287,            0.017242,           0.0071813,           0.0022177,             0.99882,                   1,               0.995,             0.92735,           0.0097682,           0.0022743,            0.001885,           0.0043372,           0.0043372,           0.0043372
                 288,            0.016161,           0.0061432,           0.0021275,             0.99883,                   1,               0.995,             0.91331,            0.010283,           0.0023625,           0.0018905,           0.0043174,           0.0043174,           0.0043174
                 289,            0.014854,            0.005197,           0.0019615,             0.99882,                   1,               0.995,             0.91865,            0.010879,           0.0021839,           0.0018693,           0.0042976,           0.0042976,           0.0042976
                 290,            0.015104,           0.0077651,           0.0021839,             0.99883,                   1,               0.995,             0.90559,            0.011763,           0.0024467,           0.0018805,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017964,           0.0066511,            0.002015,             0.99884,                   1,               0.995,             0.92851,           0.0091571,           0.0022007,           0.0018799,            0.004258,            0.004258,            0.004258
                 292,            0.014564,           0.0063611,           0.0021195,             0.99882,                   1,               0.995,             0.90751,            0.010921,           0.0023696,            0.001887,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01513,           0.0049083,           0.0020442,             0.99881,                   1,               0.995,             0.92378,            0.011205,           0.0022276,           0.0018771,           0.0042184,           0.0042184,           0.0042184
                 294,            0.018432,            0.006727,           0.0022048,             0.99882,                   1,               0.995,             0.92517,           0.0086481,           0.0022072,           0.0018909,           0.0041986,           0.0041986,           0.0041986
                 295,            0.015614,           0.0058405,           0.0021599,             0.99882,                   1,               0.995,             0.92671,           0.0099259,           0.0021857,           0.0018756,           0.0041788,           0.0041788,           0.0041788
                 296,            0.012332,           0.0047048,           0.0018389,             0.99883,                   1,               0.995,             0.93042,            0.011175,            0.002339,           0.0018893,            0.004159,            0.004159,            0.004159
                 297,             0.01824,           0.0056743,           0.0020471,             0.99881,                   1,               0.995,             0.92909,           0.0085665,           0.0020941,           0.0018754,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015433,           0.0063242,           0.0022326,             0.99884,                   1,               0.995,             0.91279,            0.010652,           0.0023378,           0.0018844,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016228,           0.0067512,           0.0020756,             0.99883,                   1,               0.995,             0.92767,             0.01017,           0.0021389,           0.0018734,           0.0040996,           0.0040996,           0.0040996
                 300,            0.013041,           0.0054169,           0.0019132,             0.99882,                   1,               0.995,             0.91008,            0.010815,           0.0021895,           0.0018848,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016422,           0.0056246,           0.0020785,             0.99882,                   1,               0.995,             0.93029,            0.011241,           0.0021684,           0.0018541,             0.00406,             0.00406,             0.00406
                 302,            0.016395,           0.0075449,           0.0022194,             0.99883,                   1,               0.995,             0.94542,           0.0087235,           0.0021085,           0.0018531,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018797,           0.0071309,           0.0021594,             0.99883,                   1,               0.995,             0.91126,            0.010969,           0.0022137,           0.0018278,           0.0040204,           0.0040204,           0.0040204
                 304,            0.014442,           0.0052532,           0.0019901,             0.99883,                   1,               0.995,             0.87555,            0.010804,           0.0024418,           0.0018447,           0.0040006,           0.0040006,           0.0040006
                 305,            0.015486,           0.0057164,           0.0020925,             0.99883,                   1,               0.995,             0.92387,           0.0095701,           0.0021663,           0.0018338,           0.0039808,           0.0039808,           0.0039808
                 306,            0.012525,            0.004352,           0.0019479,             0.99884,                   1,               0.995,              0.9149,            0.010653,            0.002327,            0.001821,            0.003961,            0.003961,            0.003961
                 307,            0.013704,           0.0042453,           0.0019774,             0.99884,                   1,               0.995,             0.94301,            0.010665,           0.0023472,           0.0018178,           0.0039412,           0.0039412,           0.0039412
                 308,            0.012658,           0.0047369,           0.0017581,             0.99884,                   1,               0.995,             0.93608,           0.0078277,           0.0021816,           0.0018351,           0.0039214,           0.0039214,           0.0039214
                 309,            0.013067,           0.0084755,           0.0021451,             0.99881,                   1,               0.995,             0.94031,            0.010896,           0.0025619,           0.0018258,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016166,            0.009311,           0.0021619,             0.99884,                   1,               0.995,             0.93454,           0.0092102,           0.0022273,           0.0018576,           0.0038818,           0.0038818,           0.0038818
                 311,            0.014727,           0.0057663,           0.0019483,             0.99884,                   1,               0.995,             0.95282,           0.0095503,           0.0023152,           0.0018404,            0.003862,            0.003862,            0.003862
                 312,            0.016588,           0.0062139,           0.0021051,             0.99885,                   1,               0.995,             0.92916,           0.0097269,           0.0022452,           0.0018511,           0.0038422,           0.0038422,           0.0038422
                 313,            0.014681,           0.0044809,           0.0019277,             0.99884,                   1,               0.995,             0.94986,            0.011046,           0.0024829,            0.001826,           0.0038224,           0.0038224,           0.0038224
                 314,            0.014178,           0.0058672,           0.0017993,             0.99884,                   1,               0.995,             0.92465,             0.01011,           0.0024183,           0.0018394,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015553,           0.0050117,           0.0020133,             0.99886,                   1,               0.995,             0.94719,           0.0095933,           0.0025194,           0.0018209,           0.0037828,           0.0037828,           0.0037828
                 316,            0.014656,           0.0061572,           0.0019644,             0.99884,                   1,               0.995,             0.93734,           0.0099175,           0.0023668,           0.0018153,            0.003763,            0.003763,            0.003763
                 317,            0.016228,           0.0086577,           0.0022688,             0.99884,                   1,               0.995,             0.96107,           0.0090263,           0.0023775,           0.0017995,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013956,           0.0051415,           0.0019993,             0.99883,                   1,               0.995,             0.93037,            0.010118,           0.0024794,           0.0018146,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018011,           0.0049362,            0.001831,             0.99884,                   1,               0.995,             0.96711,           0.0083346,           0.0023954,           0.0018057,           0.0037036,           0.0037036,           0.0037036
