               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.019225,           0.0058472,           0.0018758,             0.99884,                   1,               0.995,              0.9267,           0.0093262,           0.0022531,           0.0018093,           0.0036838,           0.0036838,           0.0036838
                 321,             0.01542,           0.0070922,           0.0019789,             0.99884,                   1,               0.995,             0.95543,           0.0090855,            0.002404,           0.0017872,            0.003664,            0.003664,            0.003664
                 322,            0.013278,           0.0057696,           0.0019097,             0.99884,                   1,               0.995,              0.9217,           0.0099782,           0.0023622,           0.0017988,           0.0036442,           0.0036442,           0.0036442
                 323,            0.013351,           0.0057764,           0.0020044,             0.99883,                   1,               0.995,             0.96482,           0.0080917,           0.0022933,           0.0017869,           0.0036244,           0.0036244,           0.0036244
                 324,             0.01271,           0.0060836,           0.0017704,             0.99884,                   1,               0.995,             0.89508,            0.011257,            0.002446,           0.0017826,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014673,           0.0083423,            0.001835,             0.99885,                   1,               0.995,             0.96959,            0.007031,           0.0020584,           0.0017712,           0.0035848,           0.0035848,           0.0035848
                 326,            0.011819,           0.0050912,           0.0017956,             0.99886,                   1,               0.995,             0.92174,            0.012391,           0.0023351,           0.0017711,            0.003565,            0.003565,            0.003565
                 327,            0.015656,           0.0077124,            0.002046,             0.99885,                   1,               0.995,             0.94296,           0.0071472,           0.0020229,           0.0017494,           0.0035452,           0.0035452,           0.0035452
                 328,            0.012078,           0.0048518,           0.0016655,             0.99885,                   1,               0.995,             0.93878,            0.009816,            0.002231,           0.0017592,           0.0035254,           0.0035254,           0.0035254
                 329,            0.013651,           0.0050214,           0.0019034,             0.99886,                   1,               0.995,             0.95564,           0.0085464,           0.0021996,           0.0017502,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01822,           0.0074995,           0.0020227,             0.99885,                   1,               0.995,             0.95556,           0.0086942,           0.0021791,           0.0017595,           0.0034858,           0.0034858,           0.0034858
                 331,            0.013842,           0.0051154,           0.0019267,             0.99886,                   1,               0.995,             0.95029,           0.0095099,           0.0022462,           0.0017462,            0.003466,            0.003466,            0.003466
                 332,            0.015386,           0.0076983,           0.0019955,             0.99886,                   1,               0.995,             0.96608,           0.0085551,           0.0021145,           0.0017529,           0.0034462,           0.0034462,           0.0034462
                 333,            0.014907,            0.007088,           0.0019839,             0.99884,                   1,               0.995,             0.94076,           0.0093213,           0.0022031,           0.0017236,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016863,           0.0071387,           0.0018364,             0.99884,                   1,               0.995,             0.95619,           0.0079989,           0.0021115,           0.0017225,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013328,           0.0059266,           0.0017569,             0.99885,                   1,               0.995,             0.96015,           0.0088828,           0.0021685,           0.0017068,           0.0033868,           0.0033868,           0.0033868
                 336,            0.014857,           0.0064959,           0.0018264,             0.99886,                   1,               0.995,              0.9566,           0.0083424,           0.0020589,           0.0017169,            0.003367,            0.003367,            0.003367
                 337,            0.011491,            0.005169,           0.0016722,             0.99885,                   1,               0.995,             0.96929,           0.0075174,           0.0020856,           0.0017048,           0.0033472,           0.0033472,           0.0033472
                 338,            0.012902,           0.0074609,            0.001874,             0.99884,                   1,               0.995,              0.9431,           0.0092681,           0.0021386,           0.0017138,           0.0033274,           0.0033274,           0.0033274
                 339,            0.013914,           0.0049558,           0.0019438,             0.99882,                   1,               0.995,             0.96523,           0.0081446,           0.0021238,           0.0016999,           0.0033076,           0.0033076,           0.0033076
                 340,            0.012054,           0.0051849,            0.001787,             0.99885,                   1,               0.995,              0.9518,           0.0092718,           0.0021344,           0.0016956,           0.0032878,           0.0032878,           0.0032878
                 341,            0.013172,           0.0056199,           0.0017196,             0.99886,                   1,               0.995,             0.95848,           0.0077409,            0.001964,           0.0016796,            0.003268,            0.003268,            0.003268
                 342,            0.015201,           0.0092616,           0.0020294,             0.99887,                   1,               0.995,             0.94508,           0.0081986,           0.0021194,           0.0016845,           0.0032482,           0.0032482,           0.0032482
                 343,            0.011241,           0.0047025,           0.0018357,             0.99886,                   1,               0.995,             0.94394,            0.008277,           0.0020654,           0.0016785,           0.0032284,           0.0032284,           0.0032284
                 344,            0.014791,           0.0052471,           0.0018916,             0.99885,                   1,               0.995,             0.93747,           0.0098188,           0.0022094,           0.0016683,           0.0032086,           0.0032086,           0.0032086
                 345,            0.011708,           0.0056223,           0.0018455,             0.99886,                   1,               0.995,             0.96141,           0.0075032,           0.0019987,           0.0016544,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016681,           0.0075312,           0.0017465,             0.99886,                   1,               0.995,             0.93472,           0.0078593,           0.0019613,           0.0016431,            0.003169,            0.003169,            0.003169
                 347,             0.01435,           0.0058957,           0.0019087,             0.99888,                   1,               0.995,             0.93718,           0.0080265,           0.0020493,           0.0016207,           0.0031492,           0.0031492,           0.0031492
                 348,            0.012594,           0.0051377,           0.0017121,             0.99886,                   1,               0.995,             0.97033,           0.0078647,           0.0019018,           0.0016172,           0.0031294,           0.0031294,           0.0031294
                 349,            0.012767,           0.0068024,           0.0018016,             0.99887,                   1,               0.995,             0.94087,           0.0081572,           0.0019676,           0.0016005,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015137,           0.0069188,           0.0019474,             0.99888,                   1,               0.995,             0.97035,           0.0077296,           0.0018851,           0.0016045,           0.0030898,           0.0030898,           0.0030898
                 351,            0.014951,            0.005385,           0.0018527,             0.99888,                   1,               0.995,             0.95151,           0.0090628,           0.0021006,           0.0015898,             0.00307,             0.00307,             0.00307
                 352,            0.011889,           0.0059506,           0.0018205,             0.99887,                   1,               0.995,               0.976,           0.0080862,           0.0018377,           0.0015934,           0.0030502,           0.0030502,           0.0030502
                 353,              0.0159,           0.0057825,           0.0019078,             0.99888,                   1,               0.995,             0.95157,           0.0091938,           0.0020471,           0.0015784,           0.0030304,           0.0030304,           0.0030304
                 354,            0.011626,           0.0071496,           0.0018018,             0.99886,                   1,               0.995,             0.94643,           0.0082392,           0.0020627,           0.0015835,           0.0030106,           0.0030106,           0.0030106
                 355,            0.014199,           0.0055417,           0.0017371,             0.99887,                   1,               0.995,             0.96461,           0.0077541,           0.0020186,           0.0015678,           0.0029908,           0.0029908,           0.0029908
                 356,            0.013985,           0.0057523,           0.0018704,             0.99887,                   1,               0.995,             0.92245,           0.0076807,           0.0020135,            0.001581,            0.002971,            0.002971,            0.002971
                 357,            0.012322,           0.0064431,           0.0017796,             0.99888,                   1,               0.995,             0.96441,            0.008377,           0.0020474,           0.0015707,           0.0029512,           0.0029512,           0.0029512
                 358,            0.014948,           0.0079326,           0.0018075,             0.99888,                   1,               0.995,              0.9554,           0.0071688,           0.0019891,           0.0015722,           0.0029314,           0.0029314,           0.0029314
                 359,            0.012885,           0.0054394,           0.0017242,             0.99888,                   1,               0.995,             0.96341,           0.0086791,           0.0020894,           0.0015625,           0.0029116,           0.0029116,           0.0029116
                 360,            0.013894,           0.0071113,           0.0017408,             0.99888,                   1,               0.995,             0.96833,           0.0063559,           0.0019267,           0.0015673,           0.0028918,           0.0028918,           0.0028918
                 361,            0.013309,           0.0057295,           0.0018276,             0.99886,                   1,               0.995,             0.95162,            0.011132,           0.0023317,            0.001547,            0.002872,            0.002872,            0.002872
                 362,            0.012875,           0.0069709,           0.0017261,             0.99887,                   1,               0.995,             0.96965,           0.0081686,           0.0021194,           0.0015484,           0.0028522,           0.0028522,           0.0028522
                 363,            0.012128,            0.004548,           0.0017227,             0.99887,                   1,               0.995,              0.9543,           0.0097758,           0.0022384,           0.0015321,           0.0028324,           0.0028324,           0.0028324
                 364,            0.011933,           0.0053404,           0.0016472,             0.99887,                   1,               0.995,             0.95801,           0.0076225,           0.0021198,           0.0015339,           0.0028126,           0.0028126,           0.0028126
                 365,            0.013097,           0.0085567,           0.0016866,             0.99888,                   1,               0.995,             0.97362,            0.008499,           0.0021472,           0.0015189,           0.0027928,           0.0027928,           0.0027928
                 366,            0.013654,           0.0084581,             0.00177,             0.99888,                   1,               0.995,             0.97986,           0.0079242,           0.0020571,            0.001493,            0.002773,            0.002773,            0.002773
                 367,            0.015311,           0.0082616,           0.0017694,             0.99887,                   1,               0.995,             0.94978,           0.0074733,           0.0019461,           0.0014695,           0.0027532,           0.0027532,           0.0027532
                 368,            0.010761,           0.0052104,            0.001659,             0.99887,                   1,               0.995,             0.96963,           0.0079245,           0.0020128,            0.001475,           0.0027334,           0.0027334,           0.0027334
                 369,            0.012034,           0.0057731,           0.0015368,             0.99888,                   1,               0.995,             0.96846,           0.0070062,           0.0019792,           0.0014557,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013399,           0.0066866,           0.0017099,              0.9989,                   1,               0.995,             0.96471,           0.0081105,           0.0019309,           0.0014456,           0.0026938,           0.0026938,           0.0026938
                 371,            0.014742,           0.0063318,           0.0017283,             0.99889,                   1,               0.995,             0.95471,           0.0078018,           0.0021035,           0.0014292,            0.002674,            0.002674,            0.002674
                 372,            0.014844,           0.0080821,           0.0017684,              0.9989,                   1,               0.995,             0.97326,           0.0071047,           0.0018987,           0.0014253,           0.0026542,           0.0026542,           0.0026542
                 373,            0.012602,           0.0084541,           0.0018644,             0.99888,                   1,               0.995,             0.97037,           0.0074437,           0.0019929,           0.0014129,           0.0026344,           0.0026344,           0.0026344
                 374,            0.011495,           0.0055388,           0.0016159,              0.9989,                   1,               0.995,             0.96369,           0.0075985,           0.0019531,           0.0014153,           0.0026146,           0.0026146,           0.0026146
                 375,            0.013252,           0.0078223,           0.0017482,             0.99889,                   1,               0.995,             0.96654,             0.00799,           0.0020912,           0.0014062,           0.0025948,           0.0025948,           0.0025948
                 376,            0.011418,           0.0046781,           0.0016613,             0.99888,                   1,               0.995,             0.98136,           0.0070573,            0.001926,           0.0014129,            0.002575,            0.002575,            0.002575
                 377,            0.014376,           0.0058385,           0.0016813,             0.99889,                   1,               0.995,             0.95773,           0.0082903,           0.0020568,           0.0014082,           0.0025552,           0.0025552,           0.0025552
                 378,            0.011162,           0.0052689,           0.0014338,             0.99889,                   1,               0.995,             0.96973,           0.0062936,           0.0018481,           0.0014127,           0.0025354,           0.0025354,           0.0025354
                 379,            0.011141,           0.0046876,           0.0015895,              0.9989,                   1,               0.995,             0.94732,           0.0090097,           0.0020372,           0.0014024,           0.0025156,           0.0025156,           0.0025156
                 380,            0.015422,           0.0051817,           0.0017225,              0.9989,                   1,               0.995,             0.97004,           0.0058789,           0.0018434,           0.0014135,           0.0024958,           0.0024958,           0.0024958
                 381,              0.0107,           0.0061536,           0.0016841,              0.9989,                   1,               0.995,             0.95298,           0.0080425,           0.0020657,           0.0014034,            0.002476,            0.002476,            0.002476
                 382,            0.011652,           0.0048093,           0.0015101,              0.9989,                   1,               0.995,             0.96557,           0.0068357,           0.0018605,           0.0014081,           0.0024562,           0.0024562,           0.0024562
                 383,             0.01182,           0.0068254,           0.0016518,             0.99889,                   1,               0.995,             0.96793,           0.0069114,           0.0018853,           0.0013989,           0.0024364,           0.0024364,           0.0024364
                 384,            0.014854,           0.0048782,           0.0017028,             0.99889,                   1,               0.995,               0.967,           0.0087625,           0.0020282,           0.0013948,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013855,           0.0065439,           0.0015544,             0.99889,                   1,               0.995,              0.9766,           0.0064572,            0.001762,           0.0013895,           0.0023968,           0.0023968,           0.0023968
                 386,           0.0095311,           0.0051144,           0.0014427,             0.99887,                   1,               0.995,             0.95887,            0.006532,           0.0018441,           0.0013845,            0.002377,            0.002377,            0.002377
                 387,            0.010947,           0.0047659,           0.0014934,             0.99888,                   1,               0.995,              0.9604,           0.0075302,           0.0019318,           0.0013711,           0.0023572,           0.0023572,           0.0023572
                 388,            0.010682,           0.0046199,           0.0015078,              0.9989,                   1,               0.995,             0.97124,           0.0076108,           0.0019114,           0.0013622,           0.0023374,           0.0023374,           0.0023374
                 389,            0.015444,           0.0056112,           0.0015594,             0.99889,                   1,               0.995,             0.95953,           0.0075117,           0.0019395,            0.001352,           0.0023176,           0.0023176,           0.0023176
                 390,            0.011785,           0.0058467,           0.0015695,             0.99888,                   1,               0.995,             0.96513,           0.0084912,            0.001871,           0.0013508,           0.0022978,           0.0022978,           0.0022978
                 391,            0.010192,           0.0043224,           0.0013091,             0.99888,                   1,               0.995,             0.97478,           0.0056149,           0.0016632,           0.0013428,            0.002278,            0.002278,            0.002278
                 392,            0.010034,           0.0042227,           0.0014406,             0.99888,                   1,               0.995,             0.97154,           0.0075891,           0.0018735,           0.0013394,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012075,           0.0040513,           0.0013971,             0.99889,                   1,               0.995,             0.96557,           0.0072516,           0.0018065,           0.0013321,           0.0022384,           0.0022384,           0.0022384
                 394,            0.012842,           0.0065192,           0.0016442,              0.9989,                   1,               0.995,             0.96947,            0.007189,           0.0018721,           0.0013354,           0.0022186,           0.0022186,           0.0022186
                 395,           0.0097558,             0.00465,           0.0014044,              0.9989,                   1,               0.995,             0.97423,           0.0065065,           0.0018176,           0.0013385,           0.0021988,           0.0021988,           0.0021988
                 396,           0.0096109,           0.0046074,           0.0015187,             0.99891,                   1,               0.995,             0.97271,           0.0069999,           0.0019118,           0.0013383,            0.002179,            0.002179,            0.002179
                 397,            0.011872,            0.005289,           0.0015065,             0.99889,                   1,               0.995,             0.98237,           0.0064846,           0.0018534,           0.0013395,           0.0021592,           0.0021592,           0.0021592
                 398,            0.012404,           0.0060228,           0.0016185,              0.9989,                   1,               0.995,             0.98658,           0.0070511,           0.0018545,            0.001331,           0.0021394,           0.0021394,           0.0021394
                 399,            0.012331,           0.0064291,           0.0015331,             0.99891,                   1,               0.995,             0.97496,            0.006123,           0.0018231,           0.0013295,           0.0021196,           0.0021196,           0.0021196
                 400,            0.010377,           0.0051803,           0.0014204,              0.9989,                   1,               0.995,             0.98562,           0.0058307,           0.0018117,           0.0013293,           0.0020998,           0.0020998,           0.0020998
                 401,            0.011261,           0.0055822,           0.0014432,             0.99891,                   1,               0.995,             0.96969,           0.0079573,           0.0018784,           0.0013148,             0.00208,             0.00208,             0.00208
                 402,            0.010564,           0.0050965,           0.0014124,             0.99892,                   1,               0.995,             0.98182,           0.0062073,           0.0017345,           0.0013073,           0.0020602,           0.0020602,           0.0020602
                 403,           0.0092658,           0.0046983,           0.0013446,             0.99892,                   1,               0.995,              0.9686,           0.0067529,            0.001866,           0.0013018,           0.0020404,           0.0020404,           0.0020404
                 404,            0.010164,           0.0051538,           0.0013242,             0.99891,                   1,               0.995,             0.96218,           0.0065692,           0.0017929,           0.0013035,           0.0020206,           0.0020206,           0.0020206
                 405,           0.0099456,           0.0043671,           0.0013905,             0.99893,                   1,               0.995,             0.96878,           0.0066102,           0.0018498,           0.0012971,           0.0020008,           0.0020008,           0.0020008
                 406,           0.0099739,           0.0051123,           0.0013538,             0.99892,                   1,               0.995,             0.96613,           0.0065833,           0.0018121,           0.0012965,            0.001981,            0.001981,            0.001981
                 407,            0.011229,           0.0065588,           0.0014157,             0.99894,                   1,               0.995,             0.96856,           0.0068422,           0.0019033,            0.001288,           0.0019612,           0.0019612,           0.0019612
                 408,            0.010728,            0.005068,           0.0014421,             0.99894,                   1,               0.995,             0.96973,            0.006378,           0.0018222,           0.0012826,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012469,           0.0071555,           0.0014725,             0.99894,                   1,               0.995,             0.97586,           0.0061709,           0.0018758,           0.0012767,           0.0019216,           0.0019216,           0.0019216
                 410,           0.0096092,           0.0056831,           0.0014397,             0.99894,                   1,               0.995,             0.97475,           0.0061057,           0.0017935,           0.0012748,           0.0019018,           0.0019018,           0.0019018
                 411,           0.0092989,           0.0043763,           0.0013082,             0.99893,                   1,               0.995,              0.9605,           0.0063525,            0.001889,           0.0012716,            0.001882,            0.001882,            0.001882
                 412,            0.011931,            0.005769,           0.0014096,             0.99892,                   1,               0.995,             0.97242,            0.006091,           0.0018633,           0.0012621,           0.0018622,           0.0018622,           0.0018622
                 413,           0.0091641,           0.0045806,           0.0013587,             0.99895,                   1,               0.995,             0.95291,           0.0059415,           0.0017863,           0.0012617,           0.0018424,           0.0018424,           0.0018424
                 414,            0.010763,           0.0054228,           0.0014582,             0.99893,                   1,               0.995,             0.97579,           0.0064974,           0.0019123,           0.0012584,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0094596,           0.0052173,           0.0013568,             0.99892,                   1,               0.995,             0.96776,           0.0060314,           0.0018799,           0.0012589,           0.0018028,           0.0018028,           0.0018028
                 416,            0.010697,           0.0049544,           0.0014494,             0.99892,                   1,               0.995,             0.96679,           0.0058462,           0.0019233,           0.0012569,            0.001783,            0.001783,            0.001783
                 417,            0.011812,            0.006549,           0.0013509,             0.99892,                   1,               0.995,             0.96745,           0.0062669,           0.0019899,           0.0012477,           0.0017632,           0.0017632,           0.0017632
                 418,           0.0098009,            0.004314,           0.0013038,             0.99892,                   1,               0.995,             0.97309,            0.005721,           0.0018449,           0.0012426,           0.0017434,           0.0017434,           0.0017434
                 419,            0.010862,           0.0053771,           0.0014191,             0.99891,                   1,               0.995,             0.96533,           0.0057726,           0.0018664,           0.0012374,           0.0017236,           0.0017236,           0.0017236
                 420,           0.0099997,           0.0057532,           0.0013638,             0.99891,                   1,               0.995,             0.97719,           0.0062608,           0.0018993,           0.0012274,           0.0017038,           0.0017038,           0.0017038
                 421,            0.011429,            0.008427,            0.001518,             0.99892,                   1,               0.995,             0.96729,           0.0059566,           0.0017915,           0.0012291,            0.001684,            0.001684,            0.001684
                 422,            0.010394,           0.0055957,           0.0014093,             0.99891,                   1,               0.995,             0.97591,           0.0055718,           0.0019215,           0.0012261,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0092581,            0.004143,           0.0012418,             0.99891,                   1,               0.995,             0.96955,           0.0060145,           0.0019229,           0.0012208,           0.0016444,           0.0016444,           0.0016444
                 424,           0.0096398,           0.0045812,           0.0013099,             0.99892,                   1,               0.995,              0.9913,           0.0051738,           0.0018393,           0.0012113,           0.0016246,           0.0016246,           0.0016246
                 425,           0.0092231,           0.0054517,           0.0013565,             0.99891,                   1,               0.995,             0.98707,           0.0059134,           0.0019148,           0.0012077,           0.0016048,           0.0016048,           0.0016048
                 426,            0.010017,           0.0066046,           0.0014011,             0.99891,                   1,               0.995,             0.98946,           0.0055334,            0.001893,           0.0012046,            0.001585,            0.001585,            0.001585
                 427,            0.010033,           0.0047244,           0.0012638,             0.99892,                   1,               0.995,             0.98451,           0.0055584,           0.0020176,           0.0012062,           0.0015652,           0.0015652,           0.0015652
                 428,            0.009564,           0.0058652,           0.0013994,             0.99891,                   1,               0.995,             0.98464,           0.0054205,           0.0019414,           0.0012054,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010325,           0.0057037,           0.0013119,             0.99891,                   1,               0.995,             0.98845,           0.0055586,           0.0019077,           0.0011995,           0.0015256,           0.0015256,           0.0015256
                 430,            0.010235,           0.0066134,           0.0013598,             0.99892,                   1,               0.995,             0.99206,           0.0050119,           0.0018626,           0.0011923,           0.0015058,           0.0015058,           0.0015058
                 431,           0.0094647,           0.0042532,           0.0012411,             0.99891,                   1,               0.995,             0.98006,           0.0056935,           0.0019543,            0.001189,            0.001486,            0.001486,            0.001486
                 432,            0.010002,           0.0053511,           0.0013171,             0.99892,                   1,               0.995,               0.995,           0.0048969,           0.0018337,           0.0011847,           0.0014662,           0.0014662,           0.0014662
                 433,           0.0091414,           0.0055627,           0.0013456,             0.99892,                   1,               0.995,             0.99303,           0.0059934,           0.0019426,           0.0011817,           0.0014464,           0.0014464,           0.0014464
                 434,           0.0091611,            0.004897,           0.0013255,             0.99891,                   1,               0.995,             0.99262,           0.0047329,           0.0017376,           0.0011757,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010221,           0.0061423,           0.0013739,             0.99893,                   1,               0.995,             0.98459,           0.0056121,           0.0018649,           0.0011754,           0.0014068,           0.0014068,           0.0014068
                 436,            0.016376,           0.0048214,           0.0013599,             0.99892,                   1,               0.995,             0.99291,           0.0056925,           0.0018621,           0.0011733,            0.001387,            0.001387,            0.001387
                 437,            0.010971,           0.0066834,           0.0013996,             0.99891,                   1,               0.995,             0.99089,            0.005353,           0.0018749,           0.0011724,           0.0013672,           0.0013672,           0.0013672
                 438,           0.0099445,           0.0066977,           0.0014381,             0.99891,                   1,               0.995,             0.99014,           0.0053536,           0.0018695,           0.0011633,           0.0013474,           0.0013474,           0.0013474
                 439,           0.0088834,            0.004633,           0.0012474,             0.99891,                   1,               0.995,             0.99147,           0.0046363,           0.0017591,           0.0011601,           0.0013276,           0.0013276,           0.0013276
                 440,            0.012192,           0.0069671,           0.0013587,             0.99892,                   1,               0.995,             0.98811,           0.0055119,           0.0018614,           0.0011587,           0.0013078,           0.0013078,           0.0013078
                 441,           0.0086566,           0.0046473,           0.0012157,             0.99891,                   1,               0.995,             0.98235,           0.0047038,           0.0017393,           0.0011564,            0.001288,            0.001288,            0.001288
                 442,           0.0092423,           0.0061396,           0.0014193,             0.99892,                   1,               0.995,             0.98461,           0.0050005,           0.0018331,            0.001155,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010713,           0.0066312,            0.001335,             0.99892,                   1,               0.995,             0.98128,           0.0056014,           0.0019335,           0.0011536,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0099202,           0.0057116,           0.0012854,             0.99893,                   1,               0.995,             0.98462,           0.0049672,           0.0018674,           0.0011515,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010407,           0.0053874,           0.0013339,             0.99892,                   1,               0.995,             0.98222,           0.0049804,           0.0018695,           0.0011487,           0.0012088,           0.0012088,           0.0012088
                 446,            0.008319,           0.0038086,           0.0011389,             0.99891,                   1,               0.995,              0.9846,           0.0046674,           0.0017991,           0.0011425,            0.001189,            0.001189,            0.001189
                 447,            0.010081,           0.0041602,           0.0013522,             0.99893,                   1,               0.995,             0.97094,           0.0052696,           0.0019529,           0.0011448,           0.0011692,           0.0011692,           0.0011692
                 448,           0.0090308,           0.0048132,           0.0011696,             0.99892,                   1,               0.995,             0.97354,           0.0049335,           0.0019394,           0.0011412,           0.0011494,           0.0011494,           0.0011494
                 449,           0.0081487,           0.0039974,           0.0012456,             0.99892,                   1,               0.995,             0.97696,           0.0048311,            0.001907,           0.0011354,           0.0011296,           0.0011296,           0.0011296
                 450,            0.007166,           0.0042724,           0.0011819,             0.99892,                   1,               0.995,              0.9642,           0.0052811,           0.0018696,           0.0011306,           0.0011098,           0.0011098,           0.0011098
                 451,             0.01059,           0.0084034,           0.0013696,             0.99892,                   1,               0.995,             0.98092,           0.0047889,           0.0018057,           0.0011236,             0.00109,             0.00109,             0.00109
                 452,            0.008744,           0.0041674,           0.0012896,             0.99892,                   1,               0.995,             0.99304,           0.0046603,           0.0017598,           0.0011144,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0092883,           0.0056545,           0.0012739,             0.99893,                   1,               0.995,              0.9743,           0.0047146,           0.0017874,           0.0011056,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0083081,           0.0040419,           0.0012156,             0.99893,                   1,               0.995,             0.99085,            0.004903,           0.0017529,            0.001096,           0.0010306,           0.0010306,           0.0010306
                 455,             0.01012,           0.0064741,            0.001263,             0.99893,                   1,               0.995,               0.995,           0.0043243,           0.0016827,            0.001085,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0086025,           0.0040338,           0.0013068,             0.99892,                   1,               0.995,             0.99311,           0.0044339,           0.0017095,           0.0010806,            0.000991,            0.000991,            0.000991
                 457,             0.00994,           0.0048774,           0.0012529,             0.99892,                   1,               0.995,               0.995,           0.0046802,           0.0017534,           0.0010746,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0092784,           0.0060075,           0.0011771,             0.99892,                   1,               0.995,             0.98906,           0.0050196,           0.0018037,           0.0010664,           0.0009514,           0.0009514,           0.0009514
                 459,            0.011259,           0.0058085,           0.0011991,             0.99893,                   1,               0.995,               0.991,           0.0043509,            0.001724,           0.0010569,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0088357,           0.0051612,           0.0012392,             0.99894,                   1,               0.995,             0.99282,           0.0045471,           0.0017509,           0.0010509,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0090108,           0.0047826,           0.0012447,             0.99893,                   1,               0.995,               0.995,           0.0044221,           0.0016772,           0.0010479,            0.000892,            0.000892,            0.000892
                 462,           0.0066622,           0.0033694,           0.0010665,             0.99894,                   1,               0.995,             0.99301,           0.0044871,           0.0016686,           0.0010397,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0084102,           0.0064171,            0.001168,             0.99894,                   1,               0.995,             0.98995,           0.0045289,           0.0016719,             0.00103,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0070591,           0.0045166,           0.0011475,             0.99895,                   1,               0.995,             0.99289,           0.0044706,           0.0016665,           0.0010287,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010448,           0.0051977,           0.0012479,             0.99894,                   1,               0.995,               0.995,           0.0044823,           0.0016676,           0.0010255,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0071064,           0.0040249,            0.001146,             0.99893,                   1,               0.995,               0.995,           0.0041641,           0.0016658,           0.0010245,            0.000793,            0.000793,            0.000793
                 467,            0.011486,           0.0076969,            0.001302,             0.99894,                   1,               0.995,             0.98212,           0.0045104,           0.0017311,           0.0010246,           0.0007732,           0.0007732,           0.0007732
                 468,            0.008401,            0.005454,           0.0011267,             0.99893,                   1,               0.995,             0.98798,            0.004271,           0.0016842,           0.0010201,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0083739,            0.005457,           0.0011275,             0.99893,                   1,               0.995,             0.98791,           0.0042628,           0.0016268,           0.0010117,           0.0007336,           0.0007336,           0.0007336
                 470,            0.008072,           0.0069787,            0.001176,             0.99893,                   1,               0.995,              0.9879,           0.0044891,           0.0016258,           0.0010088,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0077735,           0.0046376,           0.0011288,             0.99894,                   1,               0.995,             0.99085,           0.0043864,           0.0016228,           0.0010022,            0.000694,            0.000694,            0.000694
                 472,           0.0083965,           0.0058321,           0.0011684,             0.99893,                   1,               0.995,             0.99085,           0.0045936,           0.0016297,            0.001002,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0080061,           0.0032742,           0.0011392,             0.99894,                   1,               0.995,             0.99209,           0.0041667,           0.0015854,          0.00099676,           0.0006544,           0.0006544,           0.0006544
                 474,            0.008403,           0.0047809,           0.0011699,             0.99894,                   1,               0.995,             0.98998,           0.0046404,           0.0016537,          0.00099291,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0084428,           0.0052883,           0.0012387,             0.99894,                   1,               0.995,             0.98357,           0.0044152,           0.0016151,          0.00099215,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0087423,           0.0057325,           0.0011096,             0.99893,                   1,               0.995,             0.98699,           0.0043654,           0.0015961,          0.00098675,            0.000595,            0.000595,            0.000595
                 477,           0.0070736,           0.0039332,           0.0012047,             0.99894,                   1,               0.995,             0.98796,            0.004286,           0.0015933,          0.00098439,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0072888,           0.0052107,           0.0010974,             0.99894,                   1,               0.995,              0.9871,            0.004161,           0.0015746,          0.00097906,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0077896,           0.0043588,           0.0010596,             0.99894,                   1,               0.995,              0.9898,           0.0042302,           0.0015838,          0.00097334,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0080074,           0.0051938,           0.0011428,             0.99893,                   1,               0.995,             0.99211,           0.0040867,           0.0015843,          0.00097071,           0.0005158,           0.0005158,           0.0005158
