                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                  2e-05,                      1,                      1,                 0.1836,               0.003367,               0.003367,               0.003367
                     69,                  2e-05,                      1,                      1,                0.18361,               0.003268,               0.003268,               0.003268
                     70,                  2e-05,                      1,                      1,                0.18359,               0.003169,               0.003169,               0.003169
                     71,                  6e-05,                      1,                      1,                0.18358,                0.00307,                0.00307,                0.00307
                     72,                  2e-05,                      1,                      1,                 0.1836,               0.002971,               0.002971,               0.002971
                     73,                  5e-05,                      1,                      1,                0.18359,               0.002872,               0.002872,               0.002872
                     74,                  4e-05,                      1,                      1,                 0.1836,               0.002773,               0.002773,               0.002773
                     75,                  4e-05,                      1,                      1,                 0.1836,               0.002674,               0.002674,               0.002674
                     76,                0.00029,                      1,                      1,                0.18359,               0.002575,               0.002575,               0.002575
                     77,                  3e-05,                      1,                      1,                0.18361,               0.002476,               0.002476,               0.002476
                     78,                  3e-05,                      1,                      1,                0.18368,               0.002377,               0.002377,               0.002377
                     79,                  2e-05,                      1,                      1,                0.18364,               0.002278,               0.002278,               0.002278
                     80,                0.00354,                      1,                      1,                0.18388,               0.002179,               0.002179,               0.002179
                     81,                0.00013,                      1,                      1,                0.18463,                0.00208,                0.00208,                0.00208
                     82,                 0.0003,                      1,                      1,                0.18487,               0.001981,               0.001981,               0.001981
                     83,                0.00013,                      1,                      1,                0.18528,               0.001882,               0.001882,               0.001882
                     84,                0.00023,                      1,                      1,                0.18482,               0.001783,               0.001783,               0.001783
                     85,                0.00015,                      1,                      1,                0.18425,               0.001684,               0.001684,               0.001684
                     86,                 0.0001,                      1,                      1,                0.18417,               0.001585,               0.001585,               0.001585
                     87,                0.00017,                      1,                      1,                0.18413,               0.001486,               0.001486,               0.001486
                     88,                  6e-05,                      1,                      1,                0.18446,               0.001387,               0.001387,               0.001387
                     89,                  9e-05,                      1,                      1,                0.18415,               0.001288,               0.001288,               0.001288
                     90,                  7e-05,                      1,                      1,                0.18407,               0.001189,               0.001189,               0.001189
                     91,                  7e-05,                      1,                      1,                0.18404,                0.00109,                0.00109,                0.00109
                     92,                 0.0001,                      1,                      1,                 0.1839,               0.000991,               0.000991,               0.000991
                     93,                0.00034,                      1,                      1,                0.18385,               0.000892,               0.000892,               0.000892
                     94,                0.00015,                      1,                      1,                0.18396,               0.000793,               0.000793,               0.000793
                     95,                  8e-05,                      1,                      1,                0.18389,               0.000694,               0.000694,               0.000694
                     96,                  7e-05,                      1,                      1,                 0.1838,               0.000595,               0.000595,               0.000595
                     97,                  8e-05,                      1,                      1,                0.18391,               0.000496,               0.000496,               0.000496
                     98,                  8e-05,                      1,                      1,                0.18401,               0.000397,               0.000397,               0.000397
                     99,                0.00014,                      1,                      1,                0.18404,               0.000298,               0.000298,               0.000298
